2021-12-20 01:04:23.759919,20.0,20.0,20.0,20.0
2021-12-20 01:04:23.784920,20.0,20.0,20.0,20.0
2021-12-20 01:04:23.799921,17.068,16.442,15.092,14.33
2021-12-20 01:04:23.808922,0.0,0.0,0.0,0.0
2021-12-20 01:04:23.818922,0.0,0.0,0.0,0.0
2021-12-20 01:04:23.828923,0.0,0.0,0.0,0.0
2021-12-20 01:04:23.840923,0.0,0.0,0.0,0.0
2021-12-20 01:04:23.852924,1.838,2.366,3.362,3.89
2021-12-20 01:04:23.865925,16.324,17.536,18.3,18.906
2021-12-20 01:04:23.876925,20.0,20.0,20.0,20.0
2021-12-20 01:04:23.889926,20.0,20.0,20.0,20.0
2021-12-20 01:04:23.900927,20.0,20.0,19.864,19.178
2021-12-20 01:04:23.912928,2.092,0.508,0.0,0.0
2021-12-20 01:04:23.923928,0.0,0.0,0.0,0.0
2021-12-20 01:04:23.934929,0.0,0.0,0.0,0.0
2021-12-20 01:04:23.944929,0.0,0.0,0.0,0.0
2021-12-20 01:04:23.953930,0.0,0.02,0.646,1.134
2021-12-20 01:04:23.963930,11.476,12.454,13.528,14.232
2021-12-20 01:04:23.973931,20.0,20.0,20.0,20.0
2021-12-20 01:04:23.982932,20.0,20.0,20.0,20.0
2021-12-20 01:04:23.991932,20.0,20.0,20.0,20.0
2021-12-20 01:04:24.001933,8.7,7.35,5.494,4.282
2021-12-20 01:04:24.011933,0.0,0.0,0.0,0.0
2021-12-20 01:04:24.023934,0.0,0.0,0.0,0.0
2021-12-20 01:04:24.040935,0.0,0.0,0.0,0.0
2021-12-20 01:04:24.049935,0.0,0.0,0.0,0.0
2021-12-20 01:04:24.058936,7.312,8.152,9.384,10.146
2021-12-20 01:04:24.071937,20.0,20.0,20.0,20.0
2021-12-20 01:04:24.085937,20.0,20.0,20.0,20.0
2021-12-20 01:04:24.100938,20.0,20.0,20.0,20.0
2021-12-20 01:04:24.111939,13.842,12.942,11.436,10.322
2021-12-20 01:04:24.124940,0.0,0.0,0.0,0.0
2021-12-20 01:04:24.136940,0.0,0.0,0.0,0.0
2021-12-20 01:04:24.149941,0.0,0.0,0.0,0.0
2021-12-20 01:04:24.159942,0.0,0.0,0.0,0.0
2021-12-20 01:04:24.175943,4.144,4.634,5.572,6.256
2021-12-20 01:04:24.193944,20.0,20.0,20.0,20.0
2021-12-20 01:04:24.210945,20.0,20.0,20.0,20.0
2021-12-20 01:04:24.231946,20.0,20.0,20.0,20.0
2021-12-20 01:04:24.249947,17.184,16.56,15.308,14.566
2021-12-20 01:04:24.267948,0.0,0.0,0.0,0.0
2021-12-20 01:04:24.285949,0.0,0.0,0.0,0.0
2021-12-20 01:04:24.303950,0.0,0.0,0.0,0.0
2021-12-20 01:04:24.323951,0.0,0.0,0.0,0.0
2021-12-20 01:04:24.341952,1.662,2.15,3.128,3.598
2021-12-20 01:04:24.361953,15.972,17.204,18.044,18.768
2021-12-20 01:04:24.379954,20.0,20.0,20.0,20.0
2021-12-20 01:04:24.399955,20.0,20.0,20.0,20.0
2021-12-20 01:04:24.416956,20.0,20.0,20.0,19.472
2021-12-20 01:04:24.436957,2.366,0.684,0.0,0.0
2021-12-20 01:04:24.453958,0.0,0.0,0.0,0.0
2021-12-20 01:04:24.471959,0.0,0.0,0.0,0.0
2021-12-20 01:04:24.490961,0.0,0.0,0.0,0.0
2021-12-20 01:04:24.508962,0.0,0.0,0.372,0.918
2021-12-20 01:04:24.527963,10.616,11.594,12.728,13.45
2021-12-20 01:04:24.547964,20.0,20.0,20.0,20.0
2021-12-20 01:04:24.559965,20.0,20.0,20.0,20.0
2021-12-20 01:04:24.646970,20.0,20.0,20.0,20.0
2021-12-20 01:04:24.746975,9.912,8.66,6.804,5.532
2021-12-20 01:04:24.849981,0.0,0.0,0.0,0.0
2021-12-20 01:04:24.950987,0.0,0.0,0.0,0.0
2021-12-20 01:04:25.053993,0.0,0.0,0.0,0.0
2021-12-20 01:04:25.160999,0.0,0.0,0.0,0.0
2021-12-20 01:04:25.262005,6.432,7.194,8.446,9.188
2021-12-20 01:04:25.364011,20.0,20.0,20.0,20.0
2021-12-20 01:04:25.467016,20.0,20.0,20.0,20.0
2021-12-20 01:04:25.568022,20.0,20.0,20.0,20.0
2021-12-20 01:04:25.668028,14.78,13.998,12.668,11.574
2021-12-20 01:04:25.773034,0.0,0.0,0.0,0.0
2021-12-20 01:04:25.873040,0.0,0.0,0.0,0.0
2021-12-20 01:04:25.973045,0.0,0.0,0.0,0.0
2021-12-20 01:04:26.075051,0.0,0.0,0.0,0.0
2021-12-20 01:04:26.183057,3.48,3.93,4.828,5.356
2021-12-20 01:04:26.282063,18.984,20.0,20.0,20.0
2021-12-20 01:04:26.385069,20.0,20.0,20.0,20.0
2021-12-20 01:04:26.494075,20.0,20.0,20.0,20.0
2021-12-20 01:04:26.594081,18.768,18.162,16.774,15.934
2021-12-20 01:04:26.690086,0.0,0.0,0.0,0.0
2021-12-20 01:04:26.791092,0.0,0.0,0.0,0.0
2021-12-20 01:04:26.896098,0.0,0.0,0.0,0.0
2021-12-20 01:04:26.995104,0.0,0.0,0.0,0.0
2021-12-20 01:04:27.098110,0.45,0.84,1.858,2.522
2021-12-20 01:04:27.200116,13.568,14.644,15.66,16.384
2021-12-20 01:04:27.306122,20.0,20.0,20.0,20.0
2021-12-20 01:04:27.406127,20.0,20.0,20.0,20.0
2021-12-20 01:04:27.508133,20.0,20.0,20.0,20.0
2021-12-20 01:04:27.610139,5.532,4.028,2.306,1.134
2021-12-20 01:04:27.712145,0.0,0.0,0.0,0.0
2021-12-20 01:04:27.816151,0.0,0.0,0.0,0.0
2021-12-20 01:04:27.916156,0.0,0.0,0.0,0.0
2021-12-20 01:04:28.017162,0.0,0.0,0.0,0.392
2021-12-20 01:04:28.120168,9.442,10.362,11.574,12.298
2021-12-20 01:04:28.222174,20.0,20.0,20.0,20.0
2021-12-20 01:04:28.325180,20.0,20.0,20.0,20.0
2021-12-20 01:04:28.428186,20.0,20.0,20.0,20.0
2021-12-20 01:04:28.530192,11.476,10.244,8.388,7.174
2021-12-20 01:04:28.678200,0.0,0.0,0.0,0.0
2021-12-20 01:04:28.759205,0.0,0.0,0.0,0.0
2021-12-20 01:04:28.872211,0.0,0.0,0.0,0.0
2021-12-20 01:04:28.968217,0.0,0.0,0.0,0.0
2021-12-20 01:04:29.070223,5.552,6.256,7.526,8.308
2021-12-20 01:04:29.169228,20.0,20.0,20.0,20.0
2021-12-20 01:04:29.272234,20.0,20.0,20.0,20.0
